Customer ID,Age,Gender_index,Item_index,Category_index,Purchase Amount (USD),Location_index,Size,Color,Season_index,Review Rating,Subscription Status,Shipping_index,Discount Applied,Promo Code Used,Previous Purchases,Payment_index
110,58,1,18,1,85,16,M,Violet,2,2.6,Yes,3,Yes,Yes,43,5
111,56,1,22,4,26,15,M,Black,3,4,Yes,4,Yes,Yes,26,1
112,26,1,23,4,75,3,L,Purple,3,5,Yes,2,Yes,Yes,9,3
113,37,1,25,4,65,21,M,Red,2,4.3,Yes,2,Yes,Yes,28,4
114,44,1,20,4,54,33,L,Maroon,1,3.1,Yes,3,Yes,Yes,20,4
115,70,1,8,3,95,3,S,Blue,3,3.7,Yes,6,Yes,Yes,9,2
116,53,1,12,1,94,6,M,Gray,2,3.8,Yes,4,Yes,Yes,48,6
117,55,1,10,2,86,42,S,Blue,2,3.4,Yes,2,Yes,Yes,12,1
118,50,1,4,2,32,46,L,Yellow,3,4.6,Yes,1,Yes,Yes,29,2
119,50,1,2,1,45,1,L,Orange,4,4.8,Yes,5,Yes,Yes,27,2
120,38,1,8,3,76,6,M,Orange,4,4.3,Yes,1,Yes,Yes,44,2
121,64,1,20,4,84,9,L,Red,3,4,Yes,1,Yes,Yes,32,5
122,19,1,7,1,72,42,M,Olive,1,4.2,Yes,4,Yes,Yes,11,2
123,40,1,22,4,40,48,L,Brown,2,4.8,Yes,5,Yes,Yes,44,2
124,57,1,2,1,89,8,L,Brown,4,3.1,Yes,2,Yes,Yes,46,2
125,44,1,2,1,86,23,M,Gray,2,3.1,Yes,3,Yes,Yes,50,4
126,49,1,7,1,54,19,M,Indigo,1,3.6,Yes,3,Yes,Yes,45,1
127,43,1,7,1,36,17,L,Pink,2,3.9,Yes,6,Yes,Yes,48,2
128,24,1,2,1,89,17,M,Gray,1,4.8,Yes,3,Yes,Yes,26,3
129,20,1,19,4,32,19,M,Gold,2,4.7,Yes,4,Yes,Yes,21,3
130,24,1,11,1,67,39,XL,Olive,3,4.2,Yes,5,Yes,Yes,49,4
131,44,1,19,4,39,1,L,Violet,4,3.7,Yes,3,Yes,Yes,13,4
132,28,1,12,1,29,2,L,Indigo,3,3.9,Yes,4,Yes,Yes,46,3
133,30,1,22,4,58,36,M,Orange,4,4.7,Yes,5,Yes,Yes,42,4
134,52,1,2,1,65,7,M,Violet,1,2.5,Yes,3,Yes,Yes,25,1
135,43,1,20,4,94,22,L,Gray,4,4.9,Yes,6,Yes,Yes,25,2
136,43,1,4,2,81,24,M,Purple,4,4.1,Yes,1,Yes,Yes,12,4
137,39,1,1,1,86,37,M,White,1,3.3,Yes,2,Yes,Yes,4,6
138,68,1,5,2,43,25,M,Turquoise,2,4.7,Yes,2,Yes,Yes,38,4
139,68,1,12,1,29,43,M,Maroon,1,4.4,Yes,6,Yes,Yes,42,5
140,49,1,8,3,95,21,M,White,4,3.8,Yes,6,Yes,Yes,30,1
141,63,1,6,1,28,18,L,Yellow,4,3.9,Yes,5,Yes,Yes,50,3
142,56,1,25,4,46,42,M,Turquoise,4,4.9,Yes,2,Yes,Yes,45,4
143,37,1,15,3,58,44,L,Violet,4,3.1,Yes,2,Yes,Yes,33,3
144,30,1,8,3,48,10,M,Beige,4,2.7,Yes,6,Yes,Yes,25,4
145,19,1,10,2,43,33,M,Silver,4,3.2,Yes,1,Yes,Yes,25,2
146,24,1,17,4,95,10,M,Teal,4,4.5,Yes,4,Yes,Yes,44,6
147,52,1,12,1,30,25,S,Black,4,4,Yes,4,Yes,Yes,21,1
148,63,1,10,2,64,38,M,Purple,3,3.5,Yes,5,Yes,Yes,31,5
149,37,1,25,4,90,6,M,Gray,4,2.6,Yes,6,Yes,Yes,47,6
150,38,1,14,1,76,13,M,White,3,3.2,Yes,2,Yes,Yes,14,4
151,35,1,24,2,96,19,L,Cyan,4,4.9,Yes,4,Yes,Yes,17,6
152,28,1,13,4,47,26,L,Turquoise,4,4.5,Yes,3,Yes,Yes,3,1
153,30,1,6,1,85,37,S,Brown,3,4.3,Yes,1,Yes,Yes,42,1
154,69,1,16,1,55,18,M,Maroon,1,3.2,Yes,4,Yes,Yes,22,6
155,41,1,11,1,98,20,M,Charcoal,4,3.6,Yes,3,Yes,Yes,21,1
156,63,1,21,1,77,2,S,Olive,2,4.3,Yes,2,Yes,Yes,21,5
157,35,1,7,1,26,10,M,Lavender,4,4,Yes,4,Yes,Yes,40,6
158,36,1,20,4,68,35,S,Yellow,4,3,Yes,3,Yes,Yes,1,5
159,25,1,6,1,73,40,XL,Teal,4,4.1,Yes,4,Yes,Yes,50,5
160,58,1,25,4,27,14,M,Charcoal,4,3.8,Yes,6,Yes,Yes,39,5
161,27,1,25,4,23,22,M,Orange,3,4.6,Yes,2,Yes,Yes,34,1
162,65,1,22,4,49,26,M,Olive,4,3,Yes,1,Yes,Yes,29,1
163,54,1,13,4,74,19,M,Turquoise,3,3,Yes,6,Yes,Yes,31,4
164,54,1,12,1,67,42,M,Purple,3,3.4,Yes,4,Yes,Yes,8,6
165,59,1,9,4,65,13,S,Purple,2,2.6,Yes,2,Yes,Yes,5,3
166,42,1,9,4,60,1,S,Yellow,1,2.8,Yes,6,Yes,Yes,7,2
167,46,1,5,2,31,13,XL,Indigo,4,4,Yes,6,Yes,Yes,30,2
168,33,1,25,4,27,11,M,Green,4,4,Yes,1,Yes,Yes,14,3
169,34,1,10,2,80,8,M,Magenta,3,3,Yes,1,Yes,Yes,5,2
170,27,1,15,3,30,23,S,Gold,3,3.3,Yes,4,Yes,Yes,3,4
171,52,1,6,1,25,6,M,Maroon,4,2.6,Yes,6,Yes,Yes,46,1
172,29,1,7,1,35,42,M,Blue,3,3.6,Yes,6,Yes,Yes,4,3
173,54,1,17,4,67,44,M,Violet,3,3.9,Yes,3,Yes,Yes,42,3
174,25,1,20,4,46,12,M,Turquoise,4,3.4,Yes,4,Yes,Yes,30,2
175,41,1,10,2,35,35,L,Brown,1,3.5,Yes,1,Yes,Yes,37,1
176,53,1,8,3,86,20,L,Violet,4,2.8,Yes,3,Yes,Yes,2,5
177,53,1,22,4,81,14,L,Black,2,2.7,Yes,3,Yes,Yes,30,3
178,21,1,16,1,42,24,L,Magenta,4,3.7,Yes,3,Yes,Yes,47,5
179,61,1,12,1,43,38,L,Lavender,4,4.3,Yes,5,Yes,Yes,21,4
180,64,1,24,2,31,27,M,Violet,4,4.9,Yes,6,Yes,Yes,9,5
181,51,1,4,2,81,46,L,Green,4,3.3,Yes,6,Yes,Yes,12,6
182,32,1,14,1,61,3,M,Beige,3,4.7,Yes,3,Yes,Yes,4,5
183,38,1,25,4,96,16,XL,Purple,3,2.8,Yes,6,Yes,Yes,10,6
184,58,1,12,1,29,32,XL,Beige,2,3.6,Yes,5,Yes,Yes,26,3
185,32,1,5,2,33,12,L,Cyan,2,3,Yes,1,Yes,Yes,40,2
186,46,1,18,1,32,49,XL,Silver,3,4.5,Yes,6,Yes,Yes,34,5
187,39,1,22,4,56,47,S,Lavender,3,2.9,Yes,4,Yes,Yes,31,6
188,19,1,10,2,94,43,S,Purple,2,3.3,Yes,6,Yes,Yes,1,5
189,50,1,16,1,53,11,M,Pink,2,3.1,Yes,1,Yes,Yes,5,5
190,36,1,1,1,82,9,M,Maroon,4,4.4,Yes,3,Yes,Yes,4,3
191,65,1,8,3,70,28,XL,Beige,4,3,Yes,2,Yes,Yes,48,1
192,64,1,20,4,76,41,M,Gray,4,3.9,Yes,2,Yes,Yes,29,2
193,46,1,10,2,29,44,L,Turquoise,3,2.9,Yes,1,Yes,Yes,12,4
194,36,1,23,4,100,26,S,Silver,4,3,Yes,4,Yes,Yes,29,1
195,51,1,22,4,94,10,M,Olive,2,3.1,Yes,1,Yes,Yes,15,6
196,51,1,15,3,25,15,M,Magenta,4,4.3,Yes,2,Yes,Yes,34,3
197,38,1,24,2,88,48,M,Lavender,3,3.9,Yes,3,Yes,Yes,41,3
198,59,1,19,4,78,37,M,Black,4,3.2,Yes,5,Yes,Yes,41,3
199,57,1,17,4,45,41,M,Turquoise,1,4.8,Yes,4,Yes,Yes,39,3
200,54,1,20,4,73,38,XL,Green,3,3.8,Yes,1,Yes,Yes,32,2
201,25,1,11,1,61,39,S,Teal,3,3.3,Yes,3,Yes,Yes,29,1
202,69,1,1,1,22,10,S,Beige,4,4.3,Yes,2,Yes,Yes,15,5
203,57,1,20,4,38,44,L,Magenta,2,2.7,Yes,1,Yes,Yes,33,1
204,70,1,19,4,38,28,S,Yellow,4,3.2,Yes,3,Yes,Yes,18,5
205,24,1,5,2,100,29,M,Yellow,4,4,Yes,6,Yes,Yes,35,2
206,67,1,6,1,64,12,M,Silver,1,3,Yes,4,Yes,Yes,25,4
207,24,1,18,1,55,49,L,Silver,3,4.2,Yes,2,Yes,Yes,6,1
208,62,1,25,4,91,4,M,Silver,3,2.9,Yes,1,Yes,Yes,17,5
209,57,1,12,1,38,49,M,Gold,2,4.1,Yes,6,Yes,Yes,17,3
210,55,1,4,2,97,47,S,Olive,1,3.2,Yes,6,Yes,Yes,44,2
211,45,1,15,3,22,35,L,Teal,4,3,Yes,5,Yes,Yes,6,4
212,69,1,12,1,92,46,L,Maroon,4,4.2,Yes,5,Yes,Yes,45,6
213,67,1,9,4,84,42,L,Blue,4,4.2,Yes,1,Yes,Yes,7,6
214,30,1,9,4,93,23,L,Peach,4,4.4,Yes,6,Yes,Yes,11,6
215,24,1,15,3,50,12,L,Blue,3,4.2,Yes,3,Yes,Yes,41,2
216,62,1,19,4,64,33,S,Orange,2,2.8,Yes,5,Yes,Yes,24,4
217,43,1,7,1,61,3,L,Yellow,2,3.7,Yes,2,Yes,Yes,21,1
218,35,1,13,4,48,20,M,Purple,1,3.5,Yes,3,Yes,Yes,24,5
219,28,1,18,1,45,19,S,Magenta,2,2.9,Yes,6,Yes,Yes,8,3
220,32,1,23,4,88,23,M,Cyan,2,3,Yes,2,Yes,Yes,12,2
221,39,1,5,2,57,29,S,Indigo,2,3.7,Yes,1,Yes,Yes,48,6
222,28,1,20,4,68,18,XL,Magenta,3,4.4,Yes,6,Yes,Yes,6,5
223,47,1,25,4,94,15,XL,Gray,2,4.5,Yes,5,Yes,Yes,14,4
224,20,1,14,1,41,6,M,Turquoise,2,4.8,Yes,2,Yes,Yes,34,4
225,63,1,21,1,83,46,S,Beige,3,2.9,Yes,2,Yes,Yes,12,2
226,25,1,15,3,22,11,M,Olive,2,3.2,Yes,3,Yes,Yes,11,5
227,29,1,10,2,74,22,L,Violet,2,3.3,Yes,2,Yes,Yes,5,4
228,50,1,3,1,90,4,M,Turquoise,1,4.2,Yes,4,Yes,Yes,25,1
229,18,1,21,1,79,14,M,White,2,2.9,Yes,6,Yes,Yes,11,3
230,70,1,4,2,28,32,S,Silver,2,4.6,Yes,3,Yes,Yes,27,4
231,66,1,19,4,88,41,L,Olive,4,4.1,Yes,4,Yes,Yes,43,3
232,28,1,1,1,26,31,M,Blue,2,3.1,Yes,5,Yes,Yes,18,6
233,54,1,17,4,27,12,L,Purple,1,4.2,Yes,1,Yes,Yes,32,5
234,19,1,2,1,83,29,XL,Yellow,4,4.5,Yes,3,Yes,Yes,27,5
235,20,1,25,4,39,46,S,Silver,3,3.7,Yes,3,Yes,Yes,24,3
236,43,1,13,4,89,33,M,Cyan,1,3.7,Yes,2,Yes,Yes,31,6
237,38,1,8,3,68,26,L,Green,1,3.4,Yes,3,Yes,Yes,39,4
238,50,1,11,1,90,45,M,Beige,3,3,Yes,6,Yes,Yes,36,6
239,64,1,12,1,34,32,M,Peach,4,4.2,Yes,2,Yes,Yes,5,2
240,49,1,14,1,51,35,L,Yellow,3,2.9,Yes,1,Yes,Yes,47,3
241,47,1,2,1,45,7,XL,Turquoise,1,3.5,Yes,2,Yes,Yes,29,5
242,36,1,16,1,88,13,M,Peach,1,4.1,Yes,2,Yes,Yes,43,1
243,55,1,8,3,85,15,L,Gray,3,4.3,Yes,6,Yes,Yes,40,6
244,25,1,17,4,100,1,M,Olive,1,2.8,Yes,5,Yes,Yes,4,6
245,53,1,23,4,42,5,S,Indigo,2,4.9,Yes,5,Yes,Yes,39,4
246,49,1,4,2,53,4,L,Charcoal,3,3.3,Yes,3,Yes,Yes,45,1
247,35,1,13,4,86,23,XL,Beige,2,3.2,Yes,1,Yes,Yes,20,1
248,29,1,2,1,66,7,XL,Brown,2,4.4,Yes,4,Yes,Yes,14,6
249,47,1,23,4,100,39,M,Blue,1,4.8,Yes,1,Yes,Yes,33,4
250,53,1,9,4,47,30,S,Teal,4,4.2,Yes,4,Yes,Yes,18,3
251,33,1,12,1,25,17,L,Black,4,4,Yes,1,Yes,Yes,9,5
252,21,1,9,4,51,6,XL,Gold,1,2.5,Yes,4,Yes,Yes,34,4
253,32,1,7,1,41,13,M,Violet,3,3.9,Yes,2,Yes,Yes,33,1
254,52,1,24,2,73,20,L,Cyan,1,4.9,Yes,5,Yes,Yes,15,5
255,67,1,13,4,42,28,M,White,1,3.5,Yes,6,Yes,Yes,4,4
256,43,1,19,4,20,34,M,Charcoal,2,4.2,Yes,2,Yes,Yes,25,6
257,58,1,17,4,30,46,XL,Violet,2,4.7,Yes,1,Yes,Yes,20,3
258,20,1,9,4,53,9,M,Red,3,4.5,Yes,1,Yes,Yes,5,3
259,61,1,25,4,74,16,S,Lavender,2,2.8,Yes,1,Yes,Yes,16,2
260,32,1,3,1,57,8,M,Gold,4,2.9,Yes,4,Yes,Yes,13,6
261,38,1,20,4,57,7,S,Red,1,3.2,Yes,5,Yes,Yes,11,3
262,21,1,3,1,77,19,L,Magenta,1,4.9,Yes,4,Yes,Yes,21,3
263,37,1,14,1,40,12,M,Teal,3,3.7,Yes,3,Yes,Yes,6,6
264,27,1,7,1,46,45,M,Purple,3,4.3,Yes,6,Yes,Yes,29,1
265,36,1,14,1,78,25,S,Charcoal,4,3.9,Yes,6,Yes,Yes,15,2
266,32,1,22,4,59,50,M,Gray,2,3.2,Yes,5,Yes,Yes,17,5
267,51,1,17,4,75,8,L,White,3,3.1,Yes,1,Yes,Yes,32,3
268,64,1,2,1,54,34,M,Olive,2,3.9,Yes,5,Yes,Yes,42,1
269,68,1,10,2,42,43,M,Charcoal,2,2.6,Yes,6,Yes,Yes,21,2
270,68,1,1,1,44,43,M,Charcoal,1,3.3,Yes,3,Yes,Yes,9,2
271,33,1,3,1,52,26,XL,Orange,4,4.6,Yes,2,Yes,Yes,16,5
272,65,1,13,4,69,34,XL,Yellow,3,4.6,Yes,1,Yes,Yes,42,3
273,48,1,17,4,26,5,M,Beige,3,4.4,Yes,5,Yes,Yes,37,6
274,69,1,8,3,33,26,S,Silver,2,4.2,Yes,1,Yes,Yes,32,6
275,59,1,17,4,32,34,M,Indigo,2,3,Yes,1,Yes,Yes,28,2
276,48,1,22,4,85,42,XL,Lavender,1,4,Yes,1,Yes,Yes,13,3
277,25,1,12,1,30,46,XL,Turquoise,4,3.5,Yes,1,Yes,Yes,11,5
278,29,1,6,1,29,43,M,Green,1,3,Yes,6,Yes,Yes,36,5
279,57,1,2,1,95,12,M,Orange,2,3.7,Yes,1,Yes,Yes,23,6
280,23,1,5,2,69,11,L,Turquoise,3,4,Yes,4,Yes,Yes,37,5
281,45,1,4,2,69,7,S,Cyan,4,4.2,Yes,5,Yes,Yes,21,2
282,38,1,23,4,61,20,XL,Charcoal,2,2.5,Yes,4,Yes,Yes,22,6
283,21,1,12,1,94,47,M,Teal,3,3,Yes,5,Yes,Yes,9,2
284,32,1,2,1,30,7,S,Maroon,4,3.2,Yes,3,Yes,Yes,16,1
285,63,1,12,1,45,32,M,Red,3,3.5,Yes,4,Yes,Yes,4,4
286,29,1,9,4,39,1,XL,Yellow,3,4.8,Yes,1,Yes,Yes,3,6
287,27,1,17,4,51,44,L,Gray,3,2.6,Yes,6,Yes,Yes,6,6
288,56,1,19,4,37,13,L,Blue,2,3.4,Yes,5,Yes,Yes,18,1
289,30,1,18,1,62,18,M,Lavender,1,3.7,Yes,5,Yes,Yes,34,1
290,49,1,8,3,85,15,M,Yellow,4,4.5,Yes,5,Yes,Yes,26,3
291,58,1,18,1,33,25,M,Indigo,1,3.7,Yes,4,Yes,Yes,50,4
292,57,1,11,1,26,13,XL,Violet,4,3.3,Yes,3,Yes,Yes,40,5
293,60,1,10,2,99,41,M,Green,2,4.7,Yes,2,Yes,Yes,24,2
294,69,1,9,4,39,40,M,White,2,2.7,Yes,1,Yes,Yes,33,4
295,70,1,12,1,20,33,M,Gold,2,4.6,Yes,6,Yes,Yes,19,3
296,53,1,13,4,42,9,M,Indigo,1,2.7,Yes,6,Yes,Yes,24,3
297,25,1,4,2,74,28,S,Lavender,2,4.8,Yes,5,Yes,Yes,19,3
298,48,1,10,2,26,13,XL,Purple,3,4.4,Yes,4,Yes,Yes,4,3
299,69,1,18,1,53,34,M,Lavender,1,4,Yes,4,Yes,Yes,11,1
300,25,1,5,2,80,39,M,Maroon,3,3.2,Yes,3,Yes,Yes,28,4
301,29,1,20,4,98,45,M,Teal,2,4.4,Yes,6,Yes,Yes,24,4
302,46,1,12,1,95,39,M,Green,2,3.8,Yes,4,Yes,Yes,25,3
303,37,1,2,1,44,13,L,Olive,3,3.6,Yes,1,Yes,Yes,27,5
304,20,1,4,2,60,5,M,Turquoise,3,3.3,Yes,3,Yes,Yes,49,1
305,40,1,11,1,84,5,M,Green,1,3.4,Yes,3,Yes,Yes,45,3
306,60,1,2,1,59,41,M,Teal,4,3.5,Yes,5,Yes,Yes,26,4
307,26,1,15,3,49,26,S,White,3,3.6,Yes,1,Yes,Yes,4,2
308,29,1,25,4,32,21,M,Orange,1,3.2,Yes,2,Yes,Yes,3,3
309,66,1,9,4,29,34,M,Beige,4,3.7,Yes,4,Yes,Yes,45,1
310,66,1,11,1,22,47,M,Yellow,2,4.5,Yes,4,Yes,Yes,21,2
311,56,1,14,1,85,7,M,Charcoal,1,4.6,Yes,4,Yes,Yes,50,2
312,69,1,3,1,52,4,L,Silver,1,4.1,Yes,6,Yes,Yes,19,5
